Actual Values,Linear Predictions,Decision Tree Predictions,Random Forest Predictions
-0.6081001619103971,0.08065259991220586,-0.583032740741787,-0.5142269916031191
0.2943270001595677,0.69326297427585,1.937539677453632,0.1457377001980476
-0.05661689620097417,-0.24023505916542476,-0.4058320048947153,-0.5379978220216287
-1.1647697906202221,-1.043880696918766,-1.013500869775161,-1.1811068340714888
2.184756313806132,0.7304736559861489,2.5305210504482165,1.2362586892035954
-0.7541827197550561,-0.03891167367683224,-0.5761175900745842,-0.8359543763947291
0.3435974486633876,0.6450547811710479,0.25283609615635094,0.631440595185704
1.1206875048903018,0.933200184602768,1.5597995722576792,1.7720099871451318
1.1448905322255114,0.8648881232925341,0.3963254725008089,1.0542156191018148
0.5043747016758526,0.29954834264946584,0.3574277499977932,0.361922597931475
0.2649376098239558,0.26700497959958014,-0.12663279670640248,0.4171573638857574
-0.9944842054403533,-0.9398754817527326,-1.0722796504463847,-1.0942352538147537
-1.1042622222821976,-1.1186013077111276,-0.927061486435126,-1.0989894198984556
-0.602913798909995,-0.34995908926537567,-1.0783304072801871,-0.9031177772499364
0.11107550747869362,-0.11035318825672391,-0.16985248837641995,0.08488437432666304
0.5951360541828893,0.6110392344087181,0.5579671193466743,0.9815209621066788
1.6254935035961058,1.2619135352894766,1.4932412470858523,1.0725407683699022
0.8017261803655727,-0.13514870207336926,2.530522491104606,-0.45985661948223716
-0.21220778621303707,0.015454060391203228,-0.18714036504442694,-0.38517299227644697
1.5485624524234747,0.6281829125914804,1.9020995302842176,1.707785525323486
-0.6556418227474163,-0.333813472278667,-0.42311988156272234,-0.6659281093648804
-1.1500750954524162,-1.1305338907655873,-1.248615992460056,-1.2965898502137754
0.2052944353193317,0.5202341050819221,0.09810959997768838,0.40159827488455113
1.6151207775953016,0.386408815909693,1.5425116955896723,0.5075738232532673
-0.26925777921746014,-0.2409422757465336,-0.20010627254543217,-0.07580643930246193
-0.29259641271926956,-0.2895450866276086,-0.15083582404161225,-0.23736164676498728
-0.04451538253336928,0.07510218518309486,0.3487838116637897,0.08021664762630114
-0.3150706523876786,0.10260403256673811,0.36952926366539807,0.17642368128376007
-0.9910266301067518,-0.2857213791766462,-0.8613675550966995,-0.7427727211541715
-1.2987508347972763,-0.9934500343053045,-1.28319174579607,-1.1025334346153968
2.2340267623099517,1.2476027634020603,2.530522491104606,2.0713538936208398
1.4292761034142265,0.7100238252532414,0.5951360541828893,1.0753932680201235
1.6661200137659222,0.5268577708220583,1.2071268882303368,1.3524323560187685
-0.4611532102323377,0.004999952578423006,-0.31161307705407726,-0.2734068696177818
-0.927061486435126,-1.2023889705121746,-1.110312979116,-1.107979115765819
-0.41966230622912093,-0.17158383540312272,-0.44818730273133245,-0.657284171030877
-0.563151682573579,-0.4361233481349416,-0.5432706244053709,-0.5193269152201812
-0.5847615284085876,-0.6511263140180752,-1.013500869775161,-0.5039407049856549
0.9720117655454417,0.7813760500329927,1.3583958090753978,1.0135026695486584
-0.6565062165808166,0.0052488795597191995,-0.800859986758675,-0.5709312270741821
-0.8345713462612886,-0.05537663849322172,-0.6971327267506331,-0.5298725199876655
-1.0575849552785788,-0.9513041562425748,-1.1466175201188147,-0.9630202699045807
-1.1829220611216293,-0.7992298231348443,-1.1846508487884302,-1.194245620339174
0.594271660349489,0.10538728879956594,0.46201940383923545,-0.37514602380900297
-0.4257130630629234,-0.027525580751738943,-0.602913798909995,-0.33944655848956856
-1.3229538621324861,-1.394372210055284,-1.3782750674701085,-1.209199633657
-0.7265221170862449,-0.33368462560337875,-0.7343016615868481,-0.4864799495509679
-0.7870296854242694,-0.11277208918304993,-0.872604674930904,-0.5891699369589294
-0.4153403370621192,0.2439081150975433,-0.407560792561516,-0.2953624729861507
0.07131339114227754,0.10093218773070944,0.2735815481579593,0.1983792846521289
0.6124239308508963,1.072915826242781,0.38941032183360613,0.4417061487543273
-1.2209553897912448,-0.7677216341420632,-1.06017813677878,-1.0985572229817557
0.740354218194148,0.5905253021171397,0.12058383964609747,0.4020304718012512
-0.31161307705407726,-0.5268149723559645,-0.4110183678951174,0.0779692236594602
0.5856277220154854,-0.7594683233538682,-0.6565062165808166,0.07822854180948033
-0.9599084521043393,-0.436400503276392,-0.9625016336045403,-0.3490413300403124
2.530522491104606,-0.8255858557980851,-0.45856002873213664,-0.4838003286674268
-0.3427312550564898,0.12434389670049129,-0.20442824171243393,-0.31066224383733687
-0.21047899854623636,0.06925316862564657,-0.13441234120700563,-0.14374779460772935
0.1370073224807041,0.9493514432574095,1.5814094180926879,0.9298293464755046
-0.29346080655266993,-0.5114838452988941,0.3617497191647949,-0.48544267695088755
-0.1568865808754147,-0.09654409898680782,0.30556411999377225,-0.04295947363324865
-0.7740637779232642,-0.6454554317050984,-0.9659592089381418,-0.9140091395507808
0.3418686609965869,0.44478632842888643,0.45078228400503095,0.7195223268091995
-1.2572599307940595,-0.873612896496784,-0.9910266301067518,-0.9109837611338796
-0.9841114794395491,-0.4997766350299422,-1.0869743456141907,-1.0015722348742362
-1.3099879546314808,-0.8170676512300652,-0.8371645277614896,-1.1187840386833237
1.584002599592889,1.152050983885303,1.7542881847727578,1.3424045231574913
-0.03673583803276614,-0.040251177190530285,0.9668254025450396,0.23658549208842436
-1.0230092019425647,-0.873586231825211,-1.053262986111577,-0.9940520085236532
2.530522491104606,2.0180179235264717,2.530522491104606,2.2835617153267926
-0.3193926215546804,-0.6047566194914076,-0.674658487082224,-0.5960850876261322
-0.45164487806493386,-0.3530120383305082,-0.6081001619103971,-0.6629027309479792
-1.2909712902966732,-1.1782889885594052,-1.3082591669646801,-1.3447365867341747
2.530522491104606,0.49609679919201355,0.5761193898480816,0.31075048299417435
-0.855316798262897,-1.6288416850290588,-1.194159180955834,-0.9781471619890867
1.2391094600661496,0.5226332084144723,0.7152867970255379,1.356407703258577
-0.035007050365965436,0.039865500565028356,-0.07044719753537976,-0.30815550172047584
0.12231262731289816,-0.11092940772268278,-0.2061570293792346,-0.15455271752523375
